,State,Year,Quarter,District,RegisteredUser,AppOpens
455,Arunanchal Pradesh,2019,1,anjaw district,934,0
456,Arunanchal Pradesh,2019,1,lower siang district,1123,0
457,Arunanchal Pradesh,2019,1,dibang valley district,211,0
458,Arunanchal Pradesh,2019,1,west kameng district,8115,0
459,Arunanchal Pradesh,2019,1,shi yomi district,186,0
460,Arunanchal Pradesh,2019,1,east kameng district,876,0
461,Arunanchal Pradesh,2019,1,lohit district,4416,0
462,Arunanchal Pradesh,2019,1,lepa rada district,710,0
463,Arunanchal Pradesh,2019,1,lower dibang valley district,2314,0
464,Arunanchal Pradesh,2019,1,longding district,1152,0
465,Arunanchal Pradesh,2019,1,west siang district,2656,0
466,Arunanchal Pradesh,2019,1,kamle district,141,0
467,Arunanchal Pradesh,2019,1,upper siang district,1125,0
468,Arunanchal Pradesh,2019,1,kurung kumey district,385,0
469,Arunanchal Pradesh,2019,1,siang district,651,0
470,Arunanchal Pradesh,2019,1,kra daadi district,350,0
471,Arunanchal Pradesh,2019,1,changlang district,5210,0
472,Arunanchal Pradesh,2019,1,pakke kessang district,162,0
473,Arunanchal Pradesh,2019,1,east siang district,5899,0
474,Arunanchal Pradesh,2019,1,upper subansiri district,1906,0
475,Arunanchal Pradesh,2019,1,tawang district,5023,0
476,Arunanchal Pradesh,2019,1,namsai district,3153,0
477,Arunanchal Pradesh,2019,2,lower subansiri district,2463,11644
478,Arunanchal Pradesh,2019,2,tirap district,2697,12779
479,Arunanchal Pradesh,2019,2,papum pare district,32800,163673
480,Arunanchal Pradesh,2019,2,anjaw district,1175,4993
481,Arunanchal Pradesh,2019,2,lower siang district,1457,7737
482,Arunanchal Pradesh,2019,2,dibang valley district,241,258
483,Arunanchal Pradesh,2019,2,west kameng district,9782,73944
484,Arunanchal Pradesh,2019,2,shi yomi district,225,24
485,Arunanchal Pradesh,2019,2,east kameng district,1075,4146
486,Arunanchal Pradesh,2019,2,lohit district,5485,32550
487,Arunanchal Pradesh,2019,2,lepa rada district,903,4196
488,Arunanchal Pradesh,2019,2,lower dibang valley district,2842,12669
489,Arunanchal Pradesh,2019,2,longding district,1420,13256
490,Arunanchal Pradesh,2019,2,west siang district,3393,15972
491,Arunanchal Pradesh,2019,2,kamle district,212,972
492,Arunanchal Pradesh,2019,2,upper siang district,1372,2710
493,Arunanchal Pradesh,2019,2,kurung kumey district,481,2171
494,Arunanchal Pradesh,2019,2,siang district,831,3209
495,Arunanchal Pradesh,2019,2,kra daadi district,440,2639
496,Arunanchal Pradesh,2019,2,changlang district,6884,37725
497,Arunanchal Pradesh,2019,2,pakke kessang district,211,1237
498,Arunanchal Pradesh,2019,2,east siang district,7319,34596
499,Arunanchal Pradesh,2019,2,upper subansiri district,2355,9043
500,Arunanchal Pradesh,2019,2,tawang district,5908,32103
501,Arunanchal Pradesh,2019,2,namsai district,3914,18627
502,Arunanchal Pradesh,2019,3,lower subansiri district,2928,42877
503,Arunanchal Pradesh,2019,3,tirap district,3099,49222
504,Arunanchal Pradesh,2019,3,papum pare district,38845,582435
505,Arunanchal Pradesh,2019,3,anjaw district,1358,19509
506,Arunanchal Pradesh,2019,3,lower siang district,1689,25736
507,Arunanchal Pradesh,2019,3,dibang valley district,271,1436
508,Arunanchal Pradesh,2019,3,west kameng district,11186,260068
509,Arunanchal Pradesh,2019,3,shi yomi district,239,158
510,Arunanchal Pradesh,2019,3,east kameng district,1304,19974
511,Arunanchal Pradesh,2019,3,lohit district,6421,112322
512,Arunanchal Pradesh,2019,3,lepa rada district,1064,13695
513,Arunanchal Pradesh,2019,3,lower dibang valley district,3398,43057
514,Arunanchal Pradesh,2019,3,longding district,1634,46571
515,Arunanchal Pradesh,2019,3,west siang district,4101,64241
516,Arunanchal Pradesh,2019,3,kamle district,258,3686
517,Arunanchal Pradesh,2019,3,upper siang district,1486,8960
518,Arunanchal Pradesh,2019,3,kurung kumey district,572,8396
519,Arunanchal Pradesh,2019,3,siang district,948,13437
520,Arunanchal Pradesh,2019,3,kra daadi district,524,11363
521,Arunanchal Pradesh,2019,3,changlang district,8145,139098
522,Arunanchal Pradesh,2019,3,pakke kessang district,244,5099
523,Arunanchal Pradesh,2019,3,east siang district,8571,118071
524,Arunanchal Pradesh,2019,3,upper subansiri district,2748,35114
525,Arunanchal Pradesh,2019,3,tawang district,6553,114907
526,Arunanchal Pradesh,2019,3,namsai district,4563,72268
527,Arunanchal Pradesh,2019,4,lower subansiri district,3564,53396
528,Arunanchal Pradesh,2019,4,tirap district,3605,67097
529,Arunanchal Pradesh,2019,4,papum pare district,44746,670934
530,Arunanchal Pradesh,2019,4,anjaw district,1564,23729
531,Arunanchal Pradesh,2019,4,lower siang district,1921,28156
532,Arunanchal Pradesh,2019,4,dibang valley district,289,1738
533,Arunanchal Pradesh,2019,4,west kameng district,12562,313584
534,Arunanchal Pradesh,2019,4,shi yomi district,266,880
535,Arunanchal Pradesh,2019,4,east kameng district,1623,27850
536,Arunanchal Pradesh,2019,4,lohit district,7386,129353
537,Arunanchal Pradesh,2019,4,lepa rada district,1263,20798
538,Arunanchal Pradesh,2019,4,lower dibang valley district,3944,50034
539,Arunanchal Pradesh,2019,4,longding district,1847,48945
540,Arunanchal Pradesh,2019,4,west siang district,4773,70790
541,Arunanchal Pradesh,2019,4,kamle district,323,5098
542,Arunanchal Pradesh,2019,4,upper siang district,1804,26060
543,Arunanchal Pradesh,2019,4,kurung kumey district,653,7904
544,Arunanchal Pradesh,2019,4,siang district,1131,19220
545,Arunanchal Pradesh,2019,4,kra daadi district,603,13700
546,Arunanchal Pradesh,2019,4,changlang district,9662,152680
547,Arunanchal Pradesh,2019,4,pakke kessang district,296,5981
548,Arunanchal Pradesh,2019,4,east siang district,9859,132534
549,Arunanchal Pradesh,2019,4,upper subansiri district,3144,42354
550,Arunanchal Pradesh,2019,4,tawang district,7303,139898
551,Arunanchal Pradesh,2019,4,namsai district,5190,87627
552,Arunanchal Pradesh,2020,1,lower subansiri district,4351,72887
553,Arunanchal Pradesh,2020,1,tirap district,4261,76554
554,Arunanchal Pradesh,2020,1,papum pare district,51342,819599
555,Arunanchal Pradesh,2020,1,anjaw district,1747,25453
556,Arunanchal Pradesh,2020,1,lower siang district,2201,35216
557,Arunanchal Pradesh,2020,1,dibang valley district,320,2195
558,Arunanchal Pradesh,2020,1,west kameng district,13983,332479
559,Arunanchal Pradesh,2020,1,shi yomi district,290,989
560,Arunanchal Pradesh,2020,1,east kameng district,1962,37103
561,Arunanchal Pradesh,2020,1,lohit district,8454,159158
562,Arunanchal Pradesh,2020,1,lepa rada district,1532,28280
563,Arunanchal Pradesh,2020,1,lower dibang valley district,4650,71091
564,Arunanchal Pradesh,2020,1,longding district,2201,58817
565,Arunanchal Pradesh,2020,1,west siang district,5757,97255
566,Arunanchal Pradesh,2020,1,kamle district,373,7135
567,Arunanchal Pradesh,2020,1,upper siang district,2143,37600
568,Arunanchal Pradesh,2020,1,kurung kumey district,725,11471
569,Arunanchal Pradesh,2020,1,siang district,1390,24530
570,Arunanchal Pradesh,2020,1,kra daadi district,701,16770
571,Arunanchal Pradesh,2020,1,changlang district,11262,201632
572,Arunanchal Pradesh,2020,1,pakke kessang district,371,9758
573,Arunanchal Pradesh,2020,1,east siang district,11298,167166
574,Arunanchal Pradesh,2020,1,upper subansiri district,3675,56522
575,Arunanchal Pradesh,2020,1,tawang district,8048,138728
576,Arunanchal Pradesh,2020,1,namsai district,6029,109933
577,Arunanchal Pradesh,2020,2,lower subansiri district,5392,108893
578,Arunanchal Pradesh,2020,2,tirap district,5239,114770
579,Arunanchal Pradesh,2020,2,papum pare district,59968,932769
580,Arunanchal Pradesh,2020,2,anjaw district,1961,34903
581,Arunanchal Pradesh,2020,2,lower siang district,2644,48738
582,Arunanchal Pradesh,2020,2,dibang valley district,367,4076
583,Arunanchal Pradesh,2020,2,west kameng district,15766,394250
584,Arunanchal Pradesh,2020,2,shi yomi district,320,1597
585,Arunanchal Pradesh,2020,2,east kameng district,2506,53112
586,Arunanchal Pradesh,2020,2,lohit district,10154,219948
587,Arunanchal Pradesh,2020,2,lepa rada district,1890,38098
588,Arunanchal Pradesh,2020,2,lower dibang valley district,5782,110670
589,Arunanchal Pradesh,2020,2,longding district,2751,86086
590,Arunanchal Pradesh,2020,2,west siang district,7239,147515
591,Arunanchal Pradesh,2020,2,kamle district,509,11566
592,Arunanchal Pradesh,2020,2,upper siang district,2552,54123
593,Arunanchal Pradesh,2020,2,kurung kumey district,834,16738
594,Arunanchal Pradesh,2020,2,siang district,1831,40101
595,Arunanchal Pradesh,2020,2,kra daadi district,870,25480
596,Arunanchal Pradesh,2020,2,changlang district,14036,293705
597,Arunanchal Pradesh,2020,2,pakke kessang district,438,13500
598,Arunanchal Pradesh,2020,2,east siang district,13601,235755
599,Arunanchal Pradesh,2020,2,upper subansiri district,4465,80310
600,Arunanchal Pradesh,2020,2,tawang district,8993,170812
601,Arunanchal Pradesh,2020,2,namsai district,7426,149491
602,Arunanchal Pradesh,2020,3,lower subansiri district,6456,117359
603,Arunanchal Pradesh,2020,3,tirap district,6119,125437
604,Arunanchal Pradesh,2020,3,papum pare district,69419,1157730
605,Arunanchal Pradesh,2020,3,anjaw district,2226,42320
606,Arunanchal Pradesh,2020,3,lower siang district,2983,51520
607,Arunanchal Pradesh,2020,3,dibang valley district,411,4634
608,Arunanchal Pradesh,2020,3,west kameng district,17636,461190
609,Arunanchal Pradesh,2020,3,shi yomi district,337,2788
610,Arunanchal Pradesh,2020,3,east kameng district,3169,63062
611,Arunanchal Pradesh,2020,3,lohit district,11755,264444
612,Arunanchal Pradesh,2020,3,lepa rada district,2304,47233
613,Arunanchal Pradesh,2020,3,lower dibang valley district,6799,117752
614,Arunanchal Pradesh,2020,3,longding district,3277,91330
615,Arunanchal Pradesh,2020,3,west siang district,8623,158496
616,Arunanchal Pradesh,2020,3,kamle district,639,12196
617,Arunanchal Pradesh,2020,3,upper siang district,3011,59246
618,Arunanchal Pradesh,2020,3,kurung kumey district,1025,18583
619,Arunanchal Pradesh,2020,3,siang district,2225,42723
620,Arunanchal Pradesh,2020,3,kra daadi district,1026,29126
621,Arunanchal Pradesh,2020,3,changlang district,16385,326045
622,Arunanchal Pradesh,2020,3,pakke kessang district,508,11721
623,Arunanchal Pradesh,2020,3,east siang district,15921,302165
624,Arunanchal Pradesh,2020,3,upper subansiri district,5295,106598
625,Arunanchal Pradesh,2020,3,tawang district,9944,224583
626,Arunanchal Pradesh,2020,3,namsai district,8553,165140
627,Arunanchal Pradesh,2020,4,lower subansiri district,7388,124398
628,Arunanchal Pradesh,2020,4,tirap district,6805,134124
629,Arunanchal Pradesh,2020,4,papum pare district,77936,1397025
630,Arunanchal Pradesh,2020,4,anjaw district,2485,61121
631,Arunanchal Pradesh,2020,4,lower siang district,3320,54476
632,Arunanchal Pradesh,2020,4,dibang valley district,444,7677
633,Arunanchal Pradesh,2020,4,west kameng district,19464,455337
634,Arunanchal Pradesh,2020,4,shi yomi district,370,5847
635,Arunanchal Pradesh,2020,4,east kameng district,3638,62876
636,Arunanchal Pradesh,2020,4,lohit district,13126,285992
637,Arunanchal Pradesh,2020,4,lepa rada district,2735,57036
638,Arunanchal Pradesh,2020,4,lower dibang valley district,7693,132469
639,Arunanchal Pradesh,2020,4,longding district,3753,87881
640,Arunanchal Pradesh,2020,4,west siang district,9911,180696
641,Arunanchal Pradesh,2020,4,kamle district,745,14866
642,Arunanchal Pradesh,2020,4,upper siang district,3497,80140
643,Arunanchal Pradesh,2020,4,kurung kumey district,1173,21168
644,Arunanchal Pradesh,2020,4,siang district,2635,48090
645,Arunanchal Pradesh,2020,4,kra daadi district,1141,27924
646,Arunanchal Pradesh,2020,4,changlang district,18203,320708
647,Arunanchal Pradesh,2020,4,pakke kessang district,593,11458
648,Arunanchal Pradesh,2020,4,east siang district,17822,349321
649,Arunanchal Pradesh,2020,4,upper subansiri district,6069,125505
650,Arunanchal Pradesh,2020,4,tawang district,10909,249095
651,Arunanchal Pradesh,2020,4,namsai district,9437,177437
652,Arunanchal Pradesh,2021,1,lower subansiri district,8044,136547
653,Arunanchal Pradesh,2021,1,tirap district,7376,136247
654,Arunanchal Pradesh,2021,1,papum pare district,84715,1553363
655,Arunanchal Pradesh,2021,1,anjaw district,2660,55283
656,Arunanchal Pradesh,2021,1,lower siang district,3594,61226
657,Arunanchal Pradesh,2021,1,dibang valley district,478,9538
658,Arunanchal Pradesh,2021,1,west kameng district,21027,483047
659,Arunanchal Pradesh,2021,1,shi yomi district,390,7228
660,Arunanchal Pradesh,2021,1,east kameng district,3990,69455
661,Arunanchal Pradesh,2021,1,lohit district,14231,295880
662,Arunanchal Pradesh,2021,1,lepa rada district,3008,68424
663,Arunanchal Pradesh,2021,1,lower dibang valley district,8402,145425
664,Arunanchal Pradesh,2021,1,longding district,4117,92482
665,Arunanchal Pradesh,2021,1,west siang district,10836,191242
666,Arunanchal Pradesh,2021,1,kamle district,814,16142
667,Arunanchal Pradesh,2021,1,upper siang district,3847,87503
668,Arunanchal Pradesh,2021,1,kurung kumey district,1287,25911
669,Arunanchal Pradesh,2021,1,siang district,2878,56271
670,Arunanchal Pradesh,2021,1,kra daadi district,1244,30137
671,Arunanchal Pradesh,2021,1,changlang district,19716,344148
672,Arunanchal Pradesh,2021,1,pakke kessang district,647,14995
673,Arunanchal Pradesh,2021,1,east siang district,19342,363085
674,Arunanchal Pradesh,2021,1,upper subansiri district,6577,122422
675,Arunanchal Pradesh,2021,1,tawang district,11778,230123
676,Arunanchal Pradesh,2021,1,namsai district,10242,200584
677,Arunanchal Pradesh,2021,2,lower subansiri district,8685,444426
678,Arunanchal Pradesh,2021,2,tirap district,7955,547430
679,Arunanchal Pradesh,2021,2,papum pare district,90871,1786163
680,Arunanchal Pradesh,2021,2,anjaw district,2866,174807
681,Arunanchal Pradesh,2021,2,lower siang district,3872,246789
682,Arunanchal Pradesh,2021,2,dibang valley district,516,77457
683,Arunanchal Pradesh,2021,2,west kameng district,22625,1490269
684,Arunanchal Pradesh,2021,2,shi yomi district,430,99619
685,Arunanchal Pradesh,2021,2,east kameng district,4314,221705
686,Arunanchal Pradesh,2021,2,lohit district,15360,1008718
687,Arunanchal Pradesh,2021,2,lepa rada district,3249,228236
688,Arunanchal Pradesh,2021,2,lower dibang valley district,9094,434361
689,Arunanchal Pradesh,2021,2,longding district,4456,495881
690,Arunanchal Pradesh,2021,2,west siang district,11657,467127
691,Arunanchal Pradesh,2021,2,kamle district,883,164726
692,Arunanchal Pradesh,2021,2,upper siang district,4145,428792
693,Arunanchal Pradesh,2021,2,kurung kumey district,1398,201782
694,Arunanchal Pradesh,2021,2,siang district,3116,410979
695,Arunanchal Pradesh,2021,2,kra daadi district,1353,150762
696,Arunanchal Pradesh,2021,2,changlang district,21404,1212334
697,Arunanchal Pradesh,2021,2,pakke kessang district,702,156638
698,Arunanchal Pradesh,2021,2,east siang district,20817,855042
699,Arunanchal Pradesh,2021,2,upper subansiri district,7057,293916
700,Arunanchal Pradesh,2021,2,tawang district,12636,830993
701,Arunanchal Pradesh,2021,2,namsai district,11111,596897
702,Arunanchal Pradesh,2021,3,lower subansiri district,9451,558377
703,Arunanchal Pradesh,2021,3,tirap district,8665,578706
704,Arunanchal Pradesh,2021,3,papum pare district,97854,2308276
705,Arunanchal Pradesh,2021,3,anjaw district,3099,267726
706,Arunanchal Pradesh,2021,3,lower siang district,4229,347190
707,Arunanchal Pradesh,2021,3,dibang valley district,571,113574
708,Arunanchal Pradesh,2021,3,west kameng district,24489,2155265
709,Arunanchal Pradesh,2021,3,shi yomi district,473,181457
710,Arunanchal Pradesh,2021,3,east kameng district,4671,265900
711,Arunanchal Pradesh,2021,3,lohit district,16680,1408514
712,Arunanchal Pradesh,2021,3,lepa rada district,3527,264771
713,Arunanchal Pradesh,2021,3,lower dibang valley district,9920,581463
714,Arunanchal Pradesh,2021,3,longding district,4890,594284
715,Arunanchal Pradesh,2021,3,west siang district,12616,544772
716,Arunanchal Pradesh,2021,3,kamle district,974,203013
717,Arunanchal Pradesh,2021,3,upper siang district,4506,556857
718,Arunanchal Pradesh,2021,3,kurung kumey district,1509,292922
719,Arunanchal Pradesh,2021,3,siang district,3396,433332
720,Arunanchal Pradesh,2021,3,kra daadi district,1475,179974
721,Arunanchal Pradesh,2021,3,changlang district,23328,1668215
722,Arunanchal Pradesh,2021,3,pakke kessang district,770,213423
723,Arunanchal Pradesh,2021,3,east siang district,22538,1086775
724,Arunanchal Pradesh,2021,3,upper subansiri district,7652,375423
725,Arunanchal Pradesh,2021,3,tawang district,13650,1355010
726,Arunanchal Pradesh,2021,3,namsai district,12140,674435
727,Arunanchal Pradesh,2021,4,lower subansiri district,10187,348485
